record_id,Unnamed: 0,title,abstract,label_included,label_abstract_screening,duplicate_record_id,atd
6,5,Better medicine by default,"Background. American health care is transitioning to electronic physician ordering. These computerized systems are unique because they allow custom order interfaces. Although these systems provide great benefits, there are also potential pitfalls, as the behavioral sciences have shown that the very format of electronic interfaces can influence decision making. The current research specifically examines how defaults in electronic order templates affect physicians’ treatment decisions and medical errors. Methods. Forty-five medical residents completed order sets for 3 medical case studies. Participants were randomly assigned to receive order sets with either “opt-in” defaults (options visible but unselected) or “opt-out” defaults (options visible and preselected). Results compare error rates between conditions and examine the type and severity of errors most often made with opt-in versus opt-out defaults. Results. Opt-out defaults resulted in a greater number of items ordered and specifically increased commission errors (overordering) compared with opt-in defaults. However, while opt-in defaults resulted in fewer orders, they also increased omission errors. When the severity of the errors is taken into account, the default effects seem limited to less severe errors. Conclusion. The defaults used in electronic order sets influence medical treatment decisions when the consequences to a patient’s health are low. This pattern suggests that physicians cognitively override incorrect default choices but only to a point, and it implies tradeoffs that maximize accuracy and minimize cognitive effort. Results indicate that defaults for low-impact items on electronic templates warrant careful attention because physicians are unlikely to override them.",1,1,,44.0
9,8,Nudging physician prescription decisions by partitioning the order set: results of a vignette-based study. ,"Background Healthcare professionals are rapidly adopting electronic health records (EHRs). Within EHRs, seemingly innocuous menu design configurations can influence provider decisions for better or worse.  Objective The purpose of this study was to examine whether the grouping of menu items systematically affects prescribing practices among primary care providers.  Participants We surveyed 166 primary care providers in a research network of practices in the greater Chicago area, of whom 84 responded (51 % response rate). Respondents and non-respondents were similar on all observable dimensions except that respondents were more likely to work in an academic setting.  Design The questionnaire consisted of seven clinical vignettes. Each vignette described typical signs and symptoms for acute respiratory infections, and providers chose treatments from a menu of options. For each vignette, providers were randomly assigned to one of two menu partitions. For antibiotic-inappropriate vignettes, the treatment menu either listed over-the-counter (OTC) medications individually while grouping prescriptions together, or displayed the reverse partition. For antibiotic-appropriate vignettes, the treatment menu either listed narrow-spectrum antibiotics individually while grouping broad-spectrum antibiotics, or displayed the reverse partition.  Main Measures The main outcome was provider treatment choice. For antibiotic-inappropriate vignettes, we categorized responses as prescription drugs or OTC-only options. For antibiotic-appropriate vignettes, we categorized responses as broad- or narrow-spectrum antibiotics.  Key Results Across vignettes, there was an 11.5 percentage point reduction in choosing aggressive treatment options (e.g., broad-spectrum antibiotics) when aggressive options were grouped compared to when those same options were listed individually (95 % CI: 2.9 to 20.1 %"";"" p?=?.008).  Conclusions Provider treatment choice appears to be influenced by the grouping of menu options, suggesting that the layout of EHR order sets is not an arbitrary exercise. The careful crafting of EHR order sets can serve as an important opportunity to improve patient care without constraining physicians’ ability to prescribe what they believe is best for their patients.",1,1,,50.0
14,13,Primary care guidelines on consultation practices: the effectiveness of computerized versus paperbased versions. A cluster randomized controlled trial among newly qualified primary care physicians.,"Objective: To compare the effects of computerized and paper-based versions of guidelines on recently qualified physicians' consultation practices.  Methods: Two arm cluster randomized controlled trial. Physicians were randomized to receive computerized or textbook-based versions of the same guidelines for a 4-week study period. Physicians' compliance with guideline recommendations about laboratory, radiological, physical and other examinations, procedures, nonpharmacologic and pharmacologic treatments, physiotherapy, and referrals were measured by case note review.  Results: There were 139 recently qualified physicians working in 96 primary healthcare centers in Finland who participated in the study. Data on 4,633 patient encounters were abstracted, of which 3,484 were suitable for further analysis. Physicians' compliance with guidelines was high (over 80% for use of laboratory, radiology, physical examinations, and referrals). There were no significant differences in physicians' consultation practices in any of the measured outcomes between the computerized and textbook group.  Conclusion: Guidelines are a useful source of information for recently qualified physicians working in primary care. However, the method of presentation of the guidelines (electronic or paper) does not have an effect on guideline use or their impact on decisions. Other factors should be considered when choosing the method of presentation of guidelines, such as information-seeking time, ease of use during the consultation, ability to update, production costs, and the physicians' own preferences.",1,1,,68.0
8,7,Improving antibiotic prescribing for adults with community acquired pneumonia: Does a computerised decision support system achieve more than academic detailing alone?--A time series analysis,"BACKGROUND: The ideal method to encourage uptake of clinical guidelines in hospitals is not known. Several strategies have been suggested. This study evaluates the impact of academic detailing and a computerised decision support system (CDSS) on clinicians' prescribing behaviour for patients with community acquired pneumonia (CAP). METHODS: The management of all patients presenting to the emergency department over three successive time periods was evaluated"";"" the baseline, academic detailing and CDSS periods. The rate of empiric antibiotic prescribing that was concordant with recommendations was studied over time comparing pre and post periods and using an interrupted time series analysis. RESULTS: The odds ratio for concordant therapy in the academic detailing period, after adjustment for age, illness severity and suspicion of aspiration, compared with the baseline period was OR = 2.79 [1.88, 4.14], p < 0.01, and for the computerised decision support period compared to the academic detailing period was OR = 1.99 [1.07, 3.69], p = 0.02. During the first months of the computerised decision support period an improvement in the appropriateness of antibiotic prescribing was demonstrated, which was greater than that expected to have occurred with time and academic detailing alone, based on predictions from a binary logistic model. CONCLUSION: Deployment of a computerised decision support system was associated with an early improvement in antibiotic prescribing practices which was greater than the changes seen with academic detailing. The sustainability of this intervention requires further evaluation.",1,1,,127.0
7,6,Knowledge translation of the American College of Emergency Physicians' clinical policy on syncope using computerized clinical decision support,"AIMS: To influence physician practice behavior after implementation of a computerized clinical decision support system (CDSS) based upon the recommendations from the 2007 ACEP Clinical Policy on Syncope. METHODS: This was a pre-post intervention with a prospective cohort and retrospective controls. We conducted a medical chart review of consecutive adult patients with syncope. A computerized CDSS prompting physicians to explain their decision-making regarding imaging and admission in syncope patients based upon ACEP Clinical Policy recommendations was embedded into the emergency department information system (EDIS). The medical records of 410 consecutive adult patients presenting with syncope were reviewed prior to implementation, and 301 records were reviewed after implementation. Primary outcomes were physician practice behavior demonstrated by admission rate and rate of head computed tomography (CT) imaging before and after implementation. RESULTS: There was a significant difference in admission rate pre- and post-intervention (68.1% vs. 60.5% respectively, p = 0.036). There was no significant difference in the head CT imaging rate pre- and post-intervention (39.8% vs. 43.2%, p = 0.358). There were seven physicians who saw ten or more patients during the pre- and post-intervention. Subset analysis of these seven physicians' practice behavior revealed a slight significant difference in the admission rate pre- and post-intervention (74.3% vs. 63.9%, p = 0.0495) and no significant difference in the head CT scan rate pre- and post-intervention (42.9% vs. 45.4%, p = 0.660). CONCLUSIONS: The introduction of an evidence-based CDSS based upon ACEP Clinical Policy recommendations on syncope correlated with a change in physician practice behavior in an urban academic emergency department. This change suggests emergency medicine clinical practice guideline recommendations can be incorporated into the physician workflow of an EDIS to enhance the quality of practice.",1,1,,134.0
11,10,Hospital clinicians’ responsiveness to assay cost feedback: a prospective blinded controlled intervention study.,,1,1,,156.0
13,12,Impact of environmental olfactory cues on hand hygiene behaviour in a simulated hospital environment: a randomized study,"This study investigated the impact of a fresh scent on the rate of hand hygiene compliance (HHC) among novice healthcare providers. In all, 165 participants examined a standardized patient with one sample exposed to fresh scent (N = 79) and the other exposed to the standard environment (N = 86). Hand hygiene behaviours were tracked before patient contact using video surveillance. The standard environment group had an HHC rate of 51% whereas participants in the fresh scent group had a higher HHC rate of 80% (P < 0.001). These data demonstrate that hand hygiene behaviour may be subconsciously influenced by cues in the environment.",1,1,,178.0
10,9,Use of action planning to increase provision of smoking cessation care by general practitioners: role of plan specificity and enactment,"Background Strategies are needed to help general practitioners (GPs) promote smoking cessation as recommended by guidelines. This study examines whether the quality of action planning among GPs improves their provision of smoking cessation care.  Methods The effectiveness of a 1-h training programme was examined in a cluster randomised controlled trial in which 49 GPs participated. GPs who followed the training (intervention group"";"" n?=?25) formulated action plans related to i) enquiring about smoking, ii) advising to quit smoking, and iii) arranging follow-up for smokers motivated to quit. GPs also formulated a coping plan for encountering smokers not motivated to quit. The quality of these plans (plan specificity) was rated and, 6 weeks after the training, GPs reported on the performance of these plans (plan enactment). Multilevel regression analyses were used to examine the effects of plan specificity and plan enactment on patient-reported smoking cessation activities of the GPs in the intervention group (n?=?1,632 patients) compared with the control group (n?=?1,769 patients).  Results Compared to the control group, GPs who formulated a highly specific action plan during the training asked their patients about smoking more often after the training compared to prior to the training (OR 2.11, 95% CI 1.51–2.95). GPs were most likely to have asked patients about smoking after the training compared to prior to the training when they had enacted a highly specific formulated action plan (OR 3.08, 95% CI 2.04–4.64). The effects of GP plan specificity and plan enactment on asking patient about smoking were most prominent among GPs who, at baseline, intended to provide smoking cessation care.  Conclusions A highly specific action plan formulated by a GP on when, how, and by whom patients will be asked about smoking had a positive effect on GPs’ asking patients about smoking, especially when these professionals also reported to have enacted this plan. This effect was most prominent among GPs who intended to provide smoking cessation care prior to the intervention. Training in devising personalised coping plans is recommended to further increase GPs’ provision of advice to quit smoking and arranging follow-up support to quit smoking.",1,1,,189.0
4,3,Using implementation intentions to teach practitioners: changing practice behaviors via continuing education,"OBJECTIVE: This study evaluated the effectiveness of implementation intentions on increasing the use of a practice behavior among mental health practitioners who attended a one-day continuing education class. METHODS: Seventy-eight practitioners were randomly assigned to one of two classes on psychiatric advance directives. One class incorporated instruction in implementation intentions (N=40) and the other class did not (N=38). Implementation intention training involved having the participants describe the best time and place to use a practitioner-guided procedure to assist consumers to complete a psychiatric advance directive. Use of the practitioner-guided procedure was the dependent variable in this study. Use of the procedure in practice was assessed three months after the class via an electronic self-report survey. RESULTS: There were no statistically significant differences between the two class conditions in participant characteristics or preclass or postclass knowledge of and intentions to use the procedure. Fifty-four participants (69%) responded to the three-month follow-up survey, indicating that they had used the practitioner-guided procedure. The results of the follow-up survey showed that overall those attending the class that incorporated implementation intentions used the practitioner-guided procedure significantly more often than those in the other class (80% versus 58%). The effect of implementation intentions on utilization of the practitioner-guided procedure was evident among practitioners whose postclass intentions were high but below the median for the overall sample (chi(2)=7.1, df=1, p<.01). Implementation rates among practitioners with the highest post-class intentions were equivalent in the two class conditions. CONCLUSIONS: Incorporating implementation intentions into continuing education classes can increase the use of practices taught in these classes among well-motivated practitioners.",1,1,,215.0
21,20,Using implementation intentions to teach practitioners: changing practice behaviours via continuing education.,"Objective: This study evaluated the effectiveness of implementation intentions on increasing the use of a practice behavior among mental health practitioners who attended a one-day continuing education class. Methods: Seventy-eight practitioners were randomly assigned to one of two classes on psychiatric advance directives. One class incorporated instruction in implementation intentions (N=40) and the other class did not (N=38). Implementation intention training involved having the participants describe the best time and place to use a practitioner-guided procedure to assist consumers to complete a psychiatric advance directive. Use of the practitioner-guided procedure was the dependent variable in this study. Use of the procedure in practice was assessed three months after the class via an electronic self-report survey. Results: There were no statistically significant differences between the two class conditions in participant characteristics or preclass or postclass knowledge of and intentions to use the procedure. Fifty-four participants (69%) responded to the three-month follow-up survey, indicating that they had used the practitioner-guided procedure. The results of the follow-up survey showed that overall those attending the class that incorporated implementation intentions used the practitioner-guided procedure significantly more often than those in the other class (80% versus 58%). The effect of implementation intentions on utilization of the practitioner-guided procedure was evident among practitioners whose postclass intentions were high but below the median for the overall sample (?2=7.1, df=1, p<.01). Implementation rates among practitioners with the highest post-class intentions were equivalent in the two class conditions. Conclusions: Incorporating implementation intentions into continuing education classes can increase the use of practices taught in these classes among well-motivated practitioners. (Psychiatric Services 59:747–752, 2008)",1,1,,216.0
