record_id,Unnamed: 0,title,abstract,label_included,label_abstract_screening,duplicate_record_id,atd
31,30,Clinical reminders attached to echocardiography reports of patients with reduced left ventricular ejection fraction increase use of beta-blockers: a randomized trial.,"Background— Although ß-blockers are known to prolong survival for patients with reduced left ventricular ejection fraction, they are often underused. We hypothesized that a reminder attached to the echocardiography report would increase the use of ß-blockers for patients with reduced left ventricular ejection fraction.  Methods and Results— We randomized 1546 consecutive patients with a left ventricular ejection fraction <45% found on echocardiography at 1 of 3 laboratories to a reminder for use of ß-blockers or no reminder. Patients were excluded from analysis if they died within 30 days of randomization (n=89), did not receive medications through the Veterans Affairs system after 30 days (n=180), or underwent echocardiography at >1 laboratory (n=6). The primary outcome was a prescription for an oral ß-blocker between 1 and 9 months after randomization. The mean age of the 1271 included patients was 69 years; 60% had a history of heart failure, and 51% were receiving treatment with ß-blockers at the time of echocardiography. More patients randomized to the reminder had a subsequent ß-blocker prescription (74%, 458 of 621) compared with those randomized to no reminder (66%, 428 of 650;"" P=0.002). The effect of the reminder was not significantly different for subgroups based on patient location (inpatient versus outpatient) or prior use of ß-blockers.  Conclusions— A reminder attached to the echocardiography report increased the use of ß-blockers in patients with depressed left ventricular systolic function.",1,1,,78.0
30,29,A cluster randomized trial of decision support strategies for reducing antibiotic use in acute bronchitis,"Background National quality indicators show little change in the overuse of antibiotics for uncomplicated acute bronchitis. We compared the effect of 2 decision support strategies on antibiotic treatment of uncomplicated acute bronchitis.  Methods We conducted a 3-arm cluster randomized trial among 33 primary care practices belonging to an integrated health care system in central Pennsylvania. The printed decision support intervention sites (11 practices) received decision support for acute cough illness through a print-based strategy, the computer-assisted decision support intervention sites (11 practices) received decision support through an electronic medical record–based strategy, and the control sites (11 practices) served as a control arm. Both intervention sites also received clinician education and feedback on prescribing practices, as well as patient education brochures at check-in. Antibiotic prescription rates for uncomplicated acute bronchitis in the winter period (October 1, 2009, through March 31, 2010) following introduction of the intervention were compared with the previous 3 winter periods in an intent-to-treat analysis.  Results Compared with the baseline period, the percentage of adolescents and adults prescribed antibiotics during the intervention period decreased at the printed decision support intervention sites (from 80.0% to 68.3%) and at the computer-assisted decision support intervention sites (from 74.0% to 60.7%) but increased slightly at the control sites (from 72.5% to 74.3%). After controlling for patient and clinician characteristics, as well as clustering of observations by clinician and practice site, the differences for the intervention sites were statistically significant from the control sites (P = .003 for control sites vs printed decision support intervention sites and P = .01 for control sites vs computer-assisted decision support intervention sites) but not between themselves (P = .67 for printed decision support intervention sites vs computer-assisted decision support intervention sites). Changes in total visits, 30-day return visit rates, and proportion diagnosed as having uncomplicated acute bronchitis were similar among the study sites.  Conclusions Implementation of a decision support strategy for acute bronchitis can help reduce the overuse of antibiotics in primary care settings. The effect of printed vs computer-assisted decision support strategies for providing decision support was equivalent.",1,1,,80.0
55,54,Inpatient computer-based standing orders vs physician reminders to increase influenza and pneumococcal vaccination rates: a randomized trial.,"Context Computerized reminder systems increase influenza and pneumococcal vaccination rates, but computerized standing order systems have not been previously described or evaluated.  Objective To determine the effects of computerized physician standing orders compared with physician reminders on inpatient vaccination rates.  Design, Setting, and Patients Randomized trial of 3777 general medicine patients discharged from 1 of 6 study wards during a 14-month period (November 1, 1998, through December 31, 1999) composed of 2 overlapping influenza seasons at an urban public teaching hospital.  Interventions The hospital’s computerized physician order entry system identified inpatients eligible for influenza and pneumococcal vaccination. For patients with standing orders, the system automatically produced vaccine orders directed to nurses at the time of patient discharge. For patients with reminders, the computer system provided reminders to physicians that included vaccine orders during routine order entry sessions.  Main Outcome Measure Vaccine administration.  Results During the approximately 6 months of the influenza season, 50% of all hospitalized patients were identified as eligible for influenza vaccination. Twenty-two percent of patients hospitalized during the entire 14 months of the study were found eligible for pneumococcal vaccination. Patients with standing orders received an influenza vaccine significantly more often (42%) than those patients with reminders (30%) (P <.001). Patients with standing orders received a pneumococcal vaccine significantly more often (51%) than those with reminders (31%) (P <.001).  Conclusions Computerized standing orders were more effective than computerized reminders for increasing both influenza and pneumococcal vaccine administration. Our findings suggest that computerized standing orders should be used more widely for this purpose.",1,1,,81.0
51,50,Default settings of computerized physician order entry system order sets drive ordering habits.,"Background: Computerized physician order entry (CPOE) systems are quickly becoming ubiquitous, and groups of orders (“order sets”) to allow for easy order input are a common feature. This provides a streamlined mechanism to view, modify, and place groups of related orders. This often serves as an electronic equivalent of a specialty requisition. A characteristic, of these order sets is that specific orders can be predetermined to be “preselected” or “defaulted-on” whenever the order set is used while others are “optional” or “defaulted-off” (though there is typically the option is to “deselect” defaulted-on tests in a given situation). While it seems intuitive that the defaults in an order set are often accepted, additional study is required to understand the impact of these “default” settings in an order set on ordering habits. This study set out to quantify the effect of changing the default settings of an order set.  Methods: For quality improvement purposes, order sets dealing with transfusions were recently reviewed and modified to improve monitoring of outcome. Initially, the order for posttransfusion hematocrits and platelet count had the default setting changed from “optional” to “preselected.” The default settings for platelet count was later changed back to “optional,” allowing for a natural experiment to study the effect of the default selections of an order set on clinician ordering habits.  Results: Posttransfusion hematocrit values were ordered for 8.3% of red cell transfusions when the default order set selection was “off” and for 57.4% of transfusions when the default selection was “preselected” (P < 0.0001). Posttransfusion platelet counts were ordered for 7.0% of platelet transfusions when the initial default order set selection was “optional,” increased to 59.4% when the default was changed to “preselected” (P < 0.0001), and then decreased to 7.5% when the default selection was returned to “optional.” The posttransfusion platelet count rates during the two “optional” periods: 7.0% versus 7.5% – were not statistically different (P = 0.620).  Discussion: Default settings in CPOE order sets can significantly influence physician selection of laboratory tests. Careful consideration by all stakeholders, including clinicians and pathologists, should be obtained when establishing default settings in order sets.",1,1,,82.0
5,4,Oral quinolones in hospitalized patients: an evaluation of a computerized decision support intervention.,"Objective. To determine whether a computerized decision support system could increase the proportion of oral quinolone antibiotic orders placed for hospitalized patients.  Design. Prospective, interrupted time-series analysis.  Setting. University hospital in the south-eastern United States.  Subjects. Inpatient quinolone orders placed from 1 February 2001 to 31 January 2003.  Intervention. A web-based intervention was deployed as part of an existing order entry system at a university hospital on 5 February 2002. Based on an automated query of active medication and diet orders, some users ordering intravenous quinolones were presented with a suggestion to consider choosing an oral formulation.  Main outcome measure. The proportion of inpatient quinolone orders placed for oral formulations before and after deployment of the intervention.  Results. There were a total of 15 194 quinolone orders during the study period, of which 8962 (59%) were for oral forms. Orders for oral quinolones increased from 4202 (56%) before the intervention to 4760 (62%) after, without a change in total orders. In the time-series analysis, there was an overall 5.6% increase (95% CI 2.8–8.4%"";"" P < 0.001) in weekly oral quinolone orders due to the intervention, with the greatest effect on nonintensive care medical units.  Conclusions. A web-based intervention was able to increase oral quinolone orders in hospitalized patients. This is one of the first studies to demonstrate a significant effect of a computerized intervention on dosing route within an antibiotic class. This model could be applied to other antibiotics or other drug classes with good oral bioavailability.",1,1,,86.0
7,6,Knowledge translation of the American College of Emergency Physicians' clinical policy on syncope using computerized clinical decision support,"AIMS: To influence physician practice behavior after implementation of a computerized clinical decision support system (CDSS) based upon the recommendations from the 2007 ACEP Clinical Policy on Syncope. METHODS: This was a pre-post intervention with a prospective cohort and retrospective controls. We conducted a medical chart review of consecutive adult patients with syncope. A computerized CDSS prompting physicians to explain their decision-making regarding imaging and admission in syncope patients based upon ACEP Clinical Policy recommendations was embedded into the emergency department information system (EDIS). The medical records of 410 consecutive adult patients presenting with syncope were reviewed prior to implementation, and 301 records were reviewed after implementation. Primary outcomes were physician practice behavior demonstrated by admission rate and rate of head computed tomography (CT) imaging before and after implementation. RESULTS: There was a significant difference in admission rate pre- and post-intervention (68.1% vs. 60.5% respectively, p = 0.036). There was no significant difference in the head CT imaging rate pre- and post-intervention (39.8% vs. 43.2%, p = 0.358). There were seven physicians who saw ten or more patients during the pre- and post-intervention. Subset analysis of these seven physicians' practice behavior revealed a slight significant difference in the admission rate pre- and post-intervention (74.3% vs. 63.9%, p = 0.0495) and no significant difference in the head CT scan rate pre- and post-intervention (42.9% vs. 45.4%, p = 0.660). CONCLUSIONS: The introduction of an evidence-based CDSS based upon ACEP Clinical Policy recommendations on syncope correlated with a change in physician practice behavior in an urban academic emergency department. This change suggests emergency medicine clinical practice guideline recommendations can be incorporated into the physician workflow of an EDIS to enhance the quality of practice.",1,1,,91.0
63,62,A clinical decision support system for prevention of venous thromboembolism: effect on physician behavior,"CONTEXT: Computer-based clinical decision support systems (CDSSs) have been promoted for their potential to improve quality of health care. However, given the limited range of clinical settings in which they have been tested, such systems must be evaluated rigorously before widespread introduction into clinical practice. OBJECTIVE: To determine whether presentation of venous thromboembolism prophylaxis guidelines using a CDSS increases the proportion of appropriate clinical practice decisions made. DESIGN: Time-series study conducted between December 1997 and July 1999. SETTING: Orthopedic surgery department of a teaching hospital in Paris, France. PARTICIPANTS: A total of 1971 patients who underwent orthopedic surgery. INTERVENTION: A CDSS designed to provide immediate information pertaining to venous thromboembolism prevention among surgical patients was integrated into daily medical practice during three 10-week intervention periods, alternated with four 10-week control periods, with a 4-week washout between each period. MAIN OUTCOME MEASURE: Proportion of appropriate prescriptions ordered for anticoagulation, according to preestablished clinical guidelines, during intervention vs control periods. RESULTS: Physicians complied with guidelines in 82.8% (95% confidence interval [CI], 77.6%-87.1%) of cases during control periods and in 94.9% (95% CI, 92.5%-96.6%) of cases during intervention periods. During each intervention period, the appropriateness of prescription increased significantly (P<.001). Each time the CDSS was removed, physician practice reverted to that observed before initiation of the intervention. The relative risk of inappropriate practice decisions during control periods vs intervention periods was 3.8 (95% CI, 2.7-5.4). CONCLUSIONS: In our study, implementation of clinical guidelines for venous thromboembolism prophylaxis through a CDSS used routinely in an orthopedic surgery department and integrated into the hospital information system changed physician behavior and improved compliance with guidelines. JAMA. 2000"";""283:2816-2821",1,1,,92.0
20,19,Assessment of decision support for blood test ordering in primary care. a randomized trial,"BACKGROUND: Different methods for changing blood test-ordering behavior in primary care have been proven effective. However, randomized trials comparing these methods are lacking. OBJECTIVE: To compare the effect of two versions of BloodLink, a computer-based clinical decision support system, on blood test ordering among general practitioners. DESIGN: Randomized trial. SETTING: 44 practices of general practitioners in the region of Delft, the Netherlands. PARTICIPANTS: 60 general practitioners in 44 practices who used computer-based patient records in their practices. INTERVENTION: After stratification by solo practices and group practices, practices were randomly assigned to use BloodLink-Restricted, which initially displays a reduced list of tests, or BloodLink-Guideline, which is based on the guidelines of the Dutch College of General Practitioners. MEASUREMENTS: Average number of blood tests ordered per order form per practice. RESULTS: General practitioners who used BloodLink-Guideline requested 20% fewer tests on average than did practitioners who used BloodLink-Restricted (mean [+/-SD], 5.5 +/- 0.9 tests vs. 6.9 +/- 1.6 tests, respectively"";"" P = 0.003, Mann-Whitney test). CONCLUSIONS: Decision support based on guidelines is more effective in changing blood test-ordering behavior than is decision support based on initially displaying a limited number of tests. Guideline-driven decision support systems can be effective in reducing the number of laboratory tests ordered by primary care practitioners.",1,1,,99.0
54,53,The efficacy of an automated feedback system for general practitioners,"OBJECTIVE: An automated feedback system that produces comments about the non-adherence of general practitioners (GPs) to accepted practice guidelines for ordering diagnostic tests was developed. Before implementing the automated feedback system in daily practice, we assessed the potential effect of the system on the test ordering behaviour of GPs. DESIGN: We used a randomised controlled trial with balanced block design. SETTING: Five times six participant groups of GPs in a computer laboratory setting. INTERVENTION: The GPs reviewed a random sample of 30 request forms they filled in earlier that year. If deemed necessary, they could make changes in the tests requested. Next, the system displayed critical comments about their non-adherence to the guidelines as apparent from the (updated) request forms. SUBJECTS: Twenty-four randomly selected GPs participated. MAIN OUTCOME MEASURES: The number of requested diagnostic tests (17% with 95% confidence interval [CI]: 12-22%) and the fraction of tests ordered that were not in accordance with the practice guidelines (39% with 95% CI: 28-51%) decreased due to the comments of the automated feedback system. The GPs accepted 362 (50%) of the 729 reminders. IMPLICATIONS: Although our experiment cannot predict the size of the actual effect of the automated feedback system in daily practice, the observed effect may be seen as the maximum achievable.",1,1,,107.0
23,22,Impact of non-interruptive medication laboratory monitoring alerts in ambulatory care.,"Objective: Interruptive alerts within electronic applications can cause “alert fatigue” if they fire too frequently or are clinically reasonable only some of the time. We assessed the impact of non-interruptive, real-time medication laboratory alerts on provider lab test ordering.  Design: We enrolled 22 outpatient practices into a prospective, randomized, controlled trial. Clinics either used the existing system or received on-screen recommendations for baseline laboratory tests when prescribing new medications. Since the warnings were non-interruptive, providers did not have to act upon or acknowledge the notification to complete a medication request.  Measurements: Data were collected each time providers performed suggested laboratory testing within 14 days of a new prescription order. Findings were adjusted for patient and provider characteristics as well as patient clustering within clinics.  Results: Among 12 clinics with 191 providers in the control group and 10 clinics with 175 providers in the intervention group, there were 3673 total events where baseline lab tests would have been advised: 1988 events in the control group and 1685 in the intervention group. In the control group, baseline labs were requested for 771 (39%) of the medications. In the intervention group, baseline labs were ordered by clinicians in 689 (41%) of the cases. Overall, no significant association existed between the intervention and the rate of ordering appropriate baseline laboratory tests.  Conclusion: We found that non-interruptive medication laboratory monitoring alerts were not effective in improving receipt of recommended baseline laboratory test monitoring for medications. Further work is necessary to optimize compliance with non-critical recommendations.",1,1,,108.0
