,record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
10,11,Hospital clinicians’ responsiveness to assay cost feedback: a prospective blinded controlled intervention study.,,1,1,
11,12,Use of a computer to detect and respond to clinical events: its effect on clinician behavior.,"A computer was used to prospectively detect and suggest responses to simple, medication-related events as reflected in a computerized record in a prospective, randomized study of a diabetes clinic with primary-care responsibility. There were two categories of event/suggestions: when the last observation of a test required for medication control was too old, the computer suggested a repeat""; and when an abnormality with therapeutic implications was detected, the computer suggested a specific change in therapeutics. Clinicians responded to 36% of events in the first category with computer reminders and 11% without (P < 0.0001);"" they responded to 28% of events in the second category with computer assistance and 13% without (P < 0.026). For the most clinically significant of these second category events, the difference was even greater: 47% with and 4% without computer assistance (P < 0.0004). I believe that computer detection and response (in the form of reminders) to simple clinical events will change clinician behavior.",1,1,
12,13,Cost-effectiveness of Practice-Initiated Quality Improvement for Depression,"Context Depression is a leading cause of disability worldwide, but treatment rates in primary care are low.  Objective To determine the cost-effectiveness from a societal perspective of 2 quality improvement (QI) interventions to improve treatment of depression in primary care and their effects on patient employment.  Design Group-level randomized controlled trial conducted June 1996 to July 1999.  Setting Forty-six primary care clinics in 6 community-based managed care organizations.  Participants One hundred eighty-one primary care clinicians and 1356 patients with positive screening results for current depression.  Interventions Matched practices were randomly assigned to provide usual care (n = 443 patients) or to 1 of 2 QI interventions offering training to practice leaders and nurses, enhanced educational and assessment resources, and either nurses for medication follow-up (QI-meds""; n = 424 patients) or trained local psychotherapists (QI-therapy; n = 489). Practices could flexibly implement the interventions, which did not assign type of treatment.  Main Outcome Measures Total health care costs, costs per quality-adjusted life-year (QALY), days with depression burden, and employment over 24 months, compared between usual care and the 2 interventions.  Results Relative to usual care, average health care costs increased $419 (11%) in QI-meds (P = .35) and $485 (13%) in QI-therapy (P = .28); estimated costs per QALY gained were between $15 331 and $36 467 for QI-meds and $9478 and $21 478 for QI-therapy;"" and patients had 25 (P = .19) and 47 (P = .01) fewer days with depression burden and were employed 17.9 (P = .07) and 20.9 (P = .03) more days during the study period.  Conclusions Societal cost-effectiveness of practice-initiated QI efforts for depression is comparable with that of accepted medical interventions. The intervention effects on employment may be of particular interest to employers and other stakeholders.",0,0,
13,14,Association of a Low-Frequency Variant in HNF1A With Type 2 Diabetes in a Latino Population,"Importance  Latino populations have one of the highest prevalences of type 2 diabetes worldwide.  Objectives  To investigate the association between rare protein-coding genetic variants and prevalence of type 2 diabetes in a large Latino population and to explore potential molecular and physiological mechanisms for the observed relationships.  Design, Setting, and Participants  Whole-exome sequencing was performed on DNA samples from 3756 Mexican and US Latino individuals (1794 with type 2 diabetes and 1962 without diabetes) recruited from 1993 to 2013. One variant was further tested for allele frequency and association with type 2 diabetes in large multiethnic data sets of 14?276 participants and characterized in experimental assays.  Main Outcome and Measures  Prevalence of type 2 diabetes. Secondary outcomes included age of onset, body mass index, and effect on protein function.  Results  A single rare missense variant (c.1522G>A [p.E508K]) was associated with type 2 diabetes prevalence (odds ratio [OR], 5.48""; 95% CI, 2.83-10.61; P?=?4.4?¡Á?10?7) in hepatocyte nuclear factor 1-¦Á (HNF1A), the gene responsible for maturity onset diabetes of the young type 3 (MODY3). This variant was observed in 0.36% of participants without type 2 diabetes and 2.1% of participants with it. In multiethnic replication data sets, the p.E508K variant was seen only in Latino patients (n?=?1443 with type 2 diabetes and 1673 without it) and was associated with type 2 diabetes (OR, 4.16; 95% CI, 1.75-9.92;"" P?=?.0013). In experimental assays, HNF-1A protein encoding the p.E508K mutant demonstrated reduced transactivation activity of its target promoter compared with a wild-type protein. In our data, carriers and noncarriers of the p.E508K mutation with type 2 diabetes had no significant differences in compared clinical characteristics, including age at onset. The mean (SD) age for carriers was 45.3 years (11.2) vs 47.5 years (11.5) for noncarriers (P?=?.49) and the mean (SD) BMI for carriers was 28.2 (5.5) vs 29.3 (5.3) for noncarriers (P?=?.19).  Conclusions and Relevance  Using whole-exome sequencing, we identified a single low-frequency variant in the MODY3-causing gene HNF1A that is associated with type 2 diabetes in Latino populations and may affect protein function. This finding may have implications for screening and therapeutic modification in this population, but additional studies are required.",0,0,
14,15,"Communication style and exercise compliance in physiotherapy (CONNECT): a cluster randomized controlled trial to test a theory-based intervention to increase chronic low back pain patients' adherence to physiotherapists' recommendations: study rationale, design, and methods","BACKGROUND: Physical activity and exercise therapy are among the accepted clinical rehabilitation guidelines and are recommended self-management strategies for chronic low back pain. However, many back pain sufferers do not adhere to their physiotherapist's recommendations. Poor patient adherence may decrease the effectiveness of advice and home-based rehabilitation exercises. According to self-determination theory, support from health care practitioners can promote patients' autonomous motivation and greater long-term behavioral persistence (e.g., adherence to physiotherapists' recommendations). The aim of this trial is to assess the effect of an intervention designed to increase physiotherapists' autonomy-supportive communication on low back pain patients' adherence to physical activity and exercise therapy recommendations. METHODS/DESIGN: This study will be a single-blinded cluster randomized controlled trial. Outpatient physiotherapy centers (N =12) in Dublin, Ireland (population = 1.25 million) will be randomly assigned using a computer-generated algorithm to either the experimental or control arm. Physiotherapists in the experimental arm (two hospitals and four primary care clinics) will attend eight hours of communication skills training. Training will include handouts, workbooks, video examples, role-play, and discussion designed to teach physiotherapists how to communicate in a manner that promotes autonomous patient motivation. Physiotherapists in the waitlist control arm (two hospitals and four primary care clinics) will not receive this training. Participants (N = 292) with chronic low back pain will complete assessments at baseline, as well as 1 week, 4 weeks, 12 weeks, and 24 weeks after their first physiotherapy appointment. Primary outcomes will include adherence to physiotherapy recommendations, as well as low back pain, function, and well-being. Participants will be blinded to treatment allocation, as they will not be told if their physiotherapist has received the communication skills training. Outcome assessors will also be blinded.We will use linear mixed modeling to test between arm differences both in the mean levels and the rates of change of the outcome variables. We will employ structural equation modeling to examine the process of change, including hypothesized mediation effects. DISCUSSION: This trial will be the first to test the effect of a self-determination theory-based communication skills training program for physiotherapists on their low back pain patients' adherence to rehabilitation recommendations.",0,0,
15,16,Intrinsic conflicts of interest in clinical research: a need for disclosure,"Protection of human subjects from investigators' conflicts of interest is critical to the integrity of clinical investigation. Personal financial conflicts of interest are addressed by university policies, professional society guidelines, public standards, and government regulation, but ""intrinsic conflict of interest""--conflicts of interest inherent in all clinical research--have received relatively less attention. Such conflicts arise in all clinical research endeavors as a result of the tension among professionals' responsibilities to their research and to their patients and both academic and financial incentives. These conflicts should be disclosed to research subjects and managed as assiduously as are financial conflicts of interest.",0,0,
16,17,Recruiting hospitalized patients for research: how do participants differ from eligible nonparticipants?,"BACKGROUND: Randomized controlled trials provide strong evidence for guidelines and interventions. Yet, much of the eligible population declines to be studied. OBJECTIVE: To identify differences between participants and eligible nonparticipants in (1) perceived stress, (2) self-efficacy, (3) recovery expectations, (4) discussing advance directives, and (5) understanding a standard prescription label (health literacy). DESIGN: Quasi-experimental prospective cohort study in 5 acute-care hospitals. METHODS: We approached 295 hospital inpatients as they were being recruited for a behavioral intervention and asked them to answer 5 screening questions. We matched respondents' answers to their acceptance of the behavioral intervention and to Medicare claims and enrollment data. We used multivariate logistic regression to compare consent rates based on screening-question responses. SETTING/PATIENTS: Hospitalized fee-for-service Medicare patients. RESULTS: Patients were less likely to consent to the behavioral intervention when they reported feeling unable to control important things in their lives (odds ratio [OR]: 0.35, 95% confidence interval [CI]: 0.14-0.92), had low recovery expectations (OR: 0.17, 95% CI: 0.06-0.45), or were confused by any question (OR: 0.11, 95% CI: 0.05-0.24). Conversely, individuals who answered the medication question incorrectly were more likely to consent to the behavioral intervention (OR: 3.82, 95% CI: 1.12-13.03). There were no significant differences in consent for patients who reported feeling overwhelmed or reported discussing advance care planning with family members or doctors. CONCLUSIONS: Hospitalized eligible nonparticipants differ in constructs related to perceived stress, recovery expectation, and health literacy. Recognizing such characteristics may inform strategies to improve intervention recruitment in the hospital and representation in clinical trials.",0,0,
17,18,Impact of a clinical decision support system on antibiotic prescribing for acute respiratory infections in primary care: quasi-experimental trial,"Objective To assess the effect of a clinical decision support system (CDSS) integrated into an electronic health record (EHR) on antibiotic prescribing for acute respiratory infections (ARIs) in primary care.  Materials and methods Quasi-experimental design with nine intervention practices and 61 control practices in the Practice Partner Research Network, a network of practices which all use the same EHR (Practice Partner). The nine intervention practices were located in nine US states. The design included a 3-month baseline data collection period (October through December 2009) before the introduction of the intervention and 15 months of follow-up (January 2010 through March 2011). The main outcome measures were the prescribing of antibiotics in ARI episodes for which antibiotics are inappropriate and prescribing of broad-spectrum antibiotics in all ARI episodes.  Results In adult patients, prescribing of antibiotics in ARI episodes where antibiotics are inappropriate declined more (-0.6%) among intervention practices than in control practices (+4.2%) (p=0.03). However, among adults, the CDSS intervention improved prescribing of broad-spectrum antibiotics, with a decline of 16.6% among intervention practices versus an increase of 1.1% in control practices (p<0.0001). A similar effect on broad-spectrum antibiotic prescribing was found in pediatric patients with a decline of 19.7% among intervention practices versus an increase of 0.9% in control practices (p<0.0001).  Conclusions A CDSS embedded in an EHR had a modest effect in changing prescribing for adults where antibiotics were inappropriate but had a substantial impact on changing the overall prescribing of broad-spectrum antibiotics among pediatric and adult patients.",0,1,
18,19,Discerning patterns of human immunodeficiency virus risk in healthy young adults,"Previous research has questioned the effectiveness of existing methods to identify individuals at high risk for contracting and transmitting human immunodeficiency virus and other sexually transmitted diseases. Thus, new approaches are needed to provide these individuals with risk-reduction strategies. We review our research on young adults' sexual decision making by using theories and methods from social and cognitive sciences. Four patterns of condom use and associated levels of risks and beliefs were identified. These patterns suggest value in targeting intervention strategies to individuals at different levels of risk. The findings also imply that the monogamous population may be at higher risk for infection than they realize. Primary-care physicians are the first line of contact for many individuals in the health care system and may be in the best position to screen for at-risk individuals. Given the time demands and other barriers, easy-to-use, evidence-based guidelines for such screening are needed. We propose such guidelines for primary-care physicians to use in identifying an individual's risk, from which custom-tailored intervention strategies can be developed.",0,0,
19,20,Pharmacologic treatment of neuropsychiatric disorders,"Emotional and cognitive symptomatologies, such as depression, mania, lability of mood and affect, psychosis, impaired arousal, anxiety, and irritability and aggression often occur in neurologic disorders. These neuropsychiatric syndromes significantly impair functioning and efforts at rehabilitation. Patients with brain damage are especially sensitive to the side effects of medication. When appropriate guidelines are followed, psychopharmacologic intervention alleviates these symptoms, enhances rehabilitation, and avoids impairment of arousal and cognition.",0,0,
20,21,Audit and feedback: effects on professional practice and health care outcomes,"BACKGROUND: Audit and feedback continues to be widely used as a strategy to improve professional practice. It appears logical that healthcare professionals would be prompted to modify their practice if given feedback that their clinical practice was inconsistent with that of their peers or accepted guidelines. Yet, audit and feedback has not consistently been found to be effective. OBJECTIVES: To assess the effects of audit and feedback on the practice of healthcare professionals and patient outcomes. SEARCH STRATEGY: We searched the Cochrane Effective Practice and Organisation of Care Group's register and pending file up to January 2004. SELECTION CRITERIA: Randomised trials of audit and feedback (defined as any summary of clinical performance over a specified period of time) that reported objectively measured professional practice in a healthcare setting or healthcare outcomes. DATA COLLECTION AND ANALYSIS: Two reviewers independently extracted data and assessed study quality. Quantitative (meta-regression), visual and qualitative analyses were undertaken. For each comparison we calculated the risk difference (RD) and risk ratio (RR), adjusted for baseline compliance when possible, for dichotomous outcomes and the percentage and the percent change relative to the control group average after the intervention, adjusted for baseline performance when possible, for continuous outcomes. We investigated the following factors as possible explanations for the variation in the effectiveness of interventions across comparisons: the type of intervention (audit and feedback alone, audit and feedback with educational meetings, or multifaceted interventions that included audit and feedback), the intensity of the audit and feedback, the complexity of the targeted behaviour, the seriousness of the outcome, baseline compliance and study quality. MAIN RESULTS: Thirty new studies were added to this update, and a total of 118 studies are included. In the primary analysis 88 comparisons from 72 studies were included that compared any intervention in which audit and feedback is a component compared to no intervention. For dichotomous outcomes the adjusted risk difference of compliance with desired practice varied from - 0.16 (a 16 % absolute decrease in compliance) to 0.70 (a 70% increase in compliance) (median = 0.05, inter-quartile range = 0.03 to 0.11) and the adjusted risk ratio varied from 0.71 to 18.3 (median = 1.08, inter-quartile range = 0.99 to 1.30). For continuous outcomes the adjusted percent change relative to control varied from -0.10 (a 10 % absolute decrease in compliance) to 0.68 (a 68% increase in compliance) (median = 0.16, inter-quartile range = 0.05 to 0.37). Low baseline compliance with recommended practice and higher intensity of audit and feedback were associated with larger adjusted risk ratios (greater effectiveness) across studies. AUTHORS' CONCLUSIONS: Audit and feedback can be effective in improving professional practice. When it is effective, the effects are generally small to moderate. The relative effectiveness of audit and feedback is likely to be greater when baseline adherence to recommended practice is low and when feedback is delivered more intensively.",0,1,
21,22,A systematic qualitative analysis of psychoeducational interventions for depression in patients with cancer,"PURPOSE/OBJECTIVES: To determine whether research-based recommendations can be made about the clinical management of depression in patients with cancer. DATA SOURCES: Reports of scientific studies, qualitative or quantitative systematic reviews of scientific studies, and practice guidelines published from 1980-2000. DATA SYNTHESIS: In all, 36 pieces of evidence supported the conclusion that psychoeducational interventions benefit depressive symptoms. Evidence included two well-conducted meta-analyses and nine well-designed randomized clinical trials with large samples (N > 100). With regard to intervention content, 70% of behavior therapy studies and 66% of counseling studies drew conclusions that supported the hypothesis. In addition, 58% of studies that tested behavior therapy or counseling in combination with cancer education had positive results. CONCLUSIONS: The evidence supports the conclusion that psychoeducational interventions reduce depressive symptoms in patients with cancer and that behavior therapy or counseling alone or in combination with cancer education is beneficial. IMPLICATIONS FOR NURSING PRACTICE: Nurses can select from a variety of educational, behavioral, and counseling techniques to prevent or manage depression in their patients.",0,0,
