record_id,Unnamed: 0,title,author,abstract,publication_year,doi,key,label_included,search,atd
25,24,Differential predictors of response to preventive cognitive therapy in recurrent depression: a 2-year prospective study.,"Bockting, Claudi L. H.; Spinhoven, Philip; Koeter, Maarten W. J.; Wouters, Luuk F.; Visser, Ieke; Schene, Aart H.","BACKGROUND: Major depressive disorder is a recurrent disease. Brief cognitive therapy (CT), added to either regular care or medication, is helpful in preventing relapse/recurrence. Little is known which type of persons benefit from preventive CT, the so called 'aptitude treatment interaction' effect. METHOD: The present cohort included exclusively patients with at least two previous episodes remitted on various types of treatments (n = 172). They were assessed within a clinical trial comparing treatment as usual (TAU) with preventive CT added to TAU. Differential demographic, illness-related, psychological and biological risk factors in postponing recurrence by preventive CT were examined. RESULTS: Significant aptitude-treatment-interaction effects were found for the number of previous episodes, daily hassles and life events, avoidant coping, gender, and morning cortisol levels. Preventive CT seemed ineffective in patients with life events (as more frequently reported by women in our study) and in patients with high episode number characterized by higher levels of avoidant coping. Generic predictors indicate that in CT, as in TAU, patients with more residual depressive symptomatology and higher levels of dysfunctional attitudes profit less from preventive CT. CONCLUSION: The finding that preventive CT protects against the influence of a consistently found risk factor of relapse/recurrence, i.e. the number of depressive episodes, underlines the potential of psychological preventive interventions. Preventive CT seemed to be especially effective in reducing presumably internally provoked, relapse/recurrence but may be quite ineffective in reducing externally provoked relapse/recurrence. CT possibly prevents either stress generation or disrupts kindling effects. Kindling effects probably cannot be disrupted in patients with higher levels of avoidant coping who experienced a high number of episodes, and patients who experienced life events.",2006.0,10.1159/000092893,XLUBYWNU,1,cognitive,211.0
30,29,Initial Steps to inform selection of continuation cognitive therapy or fluoxetine for higher risk responders to cognitive therapy for recurrent major depressive disorder,"Vittengl, J. R.; Anna Clark, L.; Thase, M. E.; Jarrett, R. B.","Responders to acute‐phase cognitive therapy (A‐CT) for major depressive disorder (MDD) often relapse or recur, but continuation‐phase cognitive therapy (C‐CT) or fluoxetine reduces risks for some patients. We tested composite moderators of C‐CT versus fluoxetine's preventive effects to inform continuation treatment selection. Responders to A‐CT for MDD judged to be at higher risk for relapse due to unstable or partial remission (N=172) were randomized to 8 months of C‐CT or fluoxetine with clinical management and assessed, free from protocol treatment, for 24 additional months. Pre‐continuation‐treatment characteristics that in survival analyses moderated treatments' effects on relapse over 8 months of continuation‐phase treatment (residual symptoms and negative temperament) and on relapse/recurrence over the full observation period's 32 months (residual symptoms and age) were combined to estimate the potential advantage of C‐CT versus fluoxetine for individual patients. Assigning patients to optimal continuation treatment (i.e., to C‐CT or fluoxetine, depending on patients' pre‐continuation‐treatment characteristics) resulted in absolute reduction of relapse or recurrence risk by 16‐21% compared to the other non‐optimal treatment. Although these novel results require replication before clinical application, selecting optimal continuation treatment (i.e., personalizing treatment) for higher risk A‐CT responders may decrease risks of MDD relapse and recurrence substantively.",2017.0,10.1016/j.psychres.2017.03.032,ESDSJLZY,1,additional,224.0
62,61,Predictors of longitudinal outcomes after unstable response to acute-phase cognitive therapy for major depressive disorder.,"Vittengl, Jeffrey R.; Clark, Lee Anna; Thase, Michael E.; Jarrett, Robin B.","After patients with major depressive disorder (MDD) respond to acute-phase cognitive therapy (CT), continuation-phase treatments may be applied to improve long-term outcomes. We clarified which CT responders experience remission, recovery, relapse, and recurrence by testing baseline demographic, clinical, and personality variables. The sample of CT responders at higher risk of relapse (N = 241) was randomized to 8 months of continuation-phase CT, double-blinded fluoxetine, or pill placebo, and followed 24 months (Jarrett \& Thase, 2010). Patients with lower positive emotionality and behavioral activation at the end of acute-phase CT showed increased risk for relapse/recurrence of MDD. In addition, patients with lower positive emotionality and behavioral activation, as well as higher residual depression (including emotional, cognitive, and social facets), showed decreased probability of remission (≥6 continuous weeks of minimal or absent symptoms) after acute-phase CT. Finally, patients with greater residual depression, as well as younger age and earlier MDD onset, showed decreased probability of recovery (≥35 continuous weeks of minimal or absent symptoms) after acute-phase CT. Moderator analyses did not reveal differential prediction across the continuation phase treatment arms. These results may help clinicians gauge the prognoses and need for continuation treatment among MDD patients who respond to acute-phase CT.",2015.0,,THUUWIKJ,1,behavior,233.0
33,32,Cognitive Reactivity to Sad Mood Provocation and the Prediction of Depressive Relapse.,"Segal, Zindel V.; Kennedy, Sidney; Gemar, Michael; Hood, Karyn; Pedersen, Rebecca; Buis, Tom","Context: Episode remission in unipolar major depression, while distinguished by minimal symptom burden, can also be a period of marked sensitivity to emotional stress as well as an increased risk of relapse. Objective: To examine whether mood-linked changes in dysfunctional thinking predict relapse in recovered patients who were depressed. Design: In phase 1 of this study, patients with major depressive disorder were randomly assigned to receive either antidepressant medication or cognitive behavior therapy. In phase 2, patients who achieved clinical remission underwent sad mood provocation and were then observed with regular clinical assessments for 18 months. Setting: Outpatient psychiatric clinics at the Centre for Addiction and Mental Health, Toronto, Ontario. Participants: A total of 301 outpatients with major depressive disorder, aged 18 to 65 years, participated in phase 1 of this study and 99 outpatients with major depressive disorder in remission, aged 18 to 65 years, participated in phase 2. Main Outcome Measure: Occurrence of a relapse meeting DSM-IV criteria for a major depressive episode as assessed by the longitudinal interval follow-up evaluation and a Hamilton Depression Rating Scale score of 16 or greater. Results: Patients who recovered through antidepressant medication showed greater cognitive reactivity following the mood provocation than those who received cognitive behavior therapy. Regardless of type of prior treatment, the magnitude of mood-linked cognitive reactivity was a significant predictor of relapse over the subsequent 18 months. Patients whose mood-linked endorsement of dysfunctional attitudes increased by a minimum of 8 points had a significantly shorter time to relapse than those whose scores were not as elevated. Conclusions: The vulnerability of remitted depressed patients for illness relapse may be related to the (re)activation of depressive thinking styles triggered by temporary dysphoric states. This is the first study to link such differences to prognosis following successful treatment for depression. Further understanding of factors predisposing to relapse/recurrence in recovered patients may help to shorten the potentially lifelong course of depression. (PsycINFO Database Record (c) 2016 APA, all rights reserved)",,,7SLKGQRP,1,cognitive,306.0
63,62,Relationship of posttreatment decentering and cognitive reactivity to relapse in major depression.,"Fresco, David M.; Segal, Zindel V.; Buis, Tom; Kennedy, Sydney","Z. V. Segal et al. (2006) demonstrated that depressed patients treated to remission through either antidepressant medication (ADM) or cognitive-behavioral therapy (CBT), but who evidenced mood-linked increases in dysfunctional thinking, showed elevated rates of relapse over 18 months. The current study sought to evaluate whether treatment response was associated with gains in decentering-the ability to observe one's thoughts and feelings as temporary, objective events in the mind-and whether these gains moderated the relationship between mood-linked cognitive reactivity and relapse of major depression. Findings revealed that CBT responders exhibited significantly greater gains in decentering compared with ADM responders. In addition, high post acute treatment levels of decentering and low cognitive reactivity were associated with the lowest rates of relapse in the 18-month follow-up period.",2007.0,10.1037/0022-006X.75.3.447,R9DLJLP7,1,cognitive,330.0
3,2,Practice of therapy acquired regulatory skills and depressive relapse/recurrence prophylaxis following cognitive therapy or mindfulness based cognitive therapy,"Segal, Zindel V.; Anderson, Adam K.; Gulamani, Tahira; Dinh Williams, Le-Ahn; Desormeau, Philip; Ferguson, Amanda; Walsh, Kathleen; Farb, Norman A. S.","Background: To investigate whether usage of treatment-acquired regulatory skills is associated with prevention of depressive relapse/recurrence. Method: Remitted depressed outpatients entered a 24-month clinical follow up after either 8 weekly group sessions of cognitive therapy (CT; N = 84) or mindfulness-based cognitive therapy (MBCT; N = 82). The primary outcome was symptom return meeting the criteria for major depression on Module A of the SCID. Results: Factor analysis identified three latent factors (53% of the variance): decentering (DC), distress tolerance (DT), and residual symptoms (RS), which were equivalent across CT and MBCT. Latent change score modeling of factor slopes over the follow up revealed positive slopes for DC (beta = .177), and for DT (beta = .259), but not for RS (beta = -.017), indicating posttreatment growth in DC and DT, but no change in RS. Cox regression indicated that DC slope was a significant predictor of relapse/recurrence prophylaxis, Hazard Ratio (HR) = .232 90% Confidence Interval (CI) [.067, .806], controlling for past depressive episodes, treatment group, and medication. The practice of therapy-acquired regulatory skills had no direct effect on relapse/recurrence (beta = .028) but predicted relapse/recurrence through an indirect path (beta = -.125), such that greater practice of regulatory skills following treatment promoted increases in DC (beta = .462), which, in turn, predicted a reduced risk of relapse/recurrence over 24 months (beta = -.270). Conclusions: Preventing major depressive disorder relapse/recurrence may depend upon developing DC in addition to managing residual symptoms. Following the acquisition of therapy skills during maintenance psychotherapies, DC is strengthened by continued skill utilization beyond treatment termination. (PsycINFO Database Record (c) 2018 APA, all rights reserved) Impact Statement What is the public health significance of this article?-People receiving maintenance psychotherapies for depression are expected to utilize emotion regulation skills past the point of active treatment but receive little guidance regarding which skills are most effective. Our data suggest that resilience to episode return depends upon the development of metacognitive skills for the regulation of distressing thoughts and emotions. (PsycINFO Database Record (c) 2018 APA, all rights reserved)",2018.0,10/ghbp29,LPXXDQJT,1,additional,331.0
51,50,Patients' competence in and performance of cognitive therapy skills: relation to the reduction of relapse risk following treatment for depression.,"Strunk, Daniel R.; DeRubeis, Robert J.; Chiu, Angela W.; Alvarez, Jennifer","Cognitive therapy (CT) for depression is designed to teach patients material that is believed to help prevent relapse following successful treatment. This study of 35 moderately to severely depressed patients who responded to CT provides the 1st evidence to suggest that both development and independent use of these competencies predict reduced risk for relapse. Among patients who responded to treatment, both CT coping skills and in-session evidence of the independent implementation of CT material predicted lower risk for relapse in the year following treatment. These relationships were not accounted for by either symptom severity at the end of treatment or symptom change from pre- to posttreatment. Self-esteem, assessed at posttreatment, failed to predict risk for relapse in the year following treatment. Thus, CT coping skills and independent use of CT principles, but not overall satisfaction with oneself, appear to play an important role in relapse prevention.",2007.0,10.1037/0022-006X.75.4.523,3U78QIU4,1,cognitive,340.0
39,38,Rumination as a predictor of relapse in mindfulness-based cognitive therapy for depression.,"Michalak, Johannes; Holz, Anne; Teismann, Tobias","OBJECTIVES: In mindfulness-based cognitive therapy (MBCT), it is proposed that training in mindfulness should reduce the tendency of formerly depressed patients to enter into ruminative thinking, thus reducing their risk of depressive relapse. However, data showing that rumination is associated with depressive relapse are lacking. METHOD: In an uncontrolled study with 24 formerly depressed patients, rumination was assessed with the Ruminative Response Scale. To assess the occurrence of relapse or recurrence, the Structured Clinical Interview for DSM-IV was administered 12 months after the end of the MBCT. RESULTS: Rumination significantly decreased during the MBCT course. Post-treatment levels of rumination predicted the risk of relapse of major depressive disorder in the 12-month follow-up period even after controlling for numbers of previous episodes and residual depressive symptoms. CONCLUSIONS: The results provide preliminary evidence that rumination is important in the process of depressive relapse.",2011.0,10.1348/147608310X520166,G8QG2DNF,1,cognitive,392.0
47,46,Cognitive reactivity versus dysfunctional cognitions and the prediction of relapse in recurrent major depressive disorder.,"Figueroa, Caroline A.; Ruhe, Henricus G.; Koeter, Maarten W.; Spinhoven, Philip and","OBJECTIVE: Major depressive disorder (MDD) is a burdensome disease that has a high risk of relapse/recurrence. Cognitive reactivity appears to be a risk factor for relapse. It remains unclear, however, whether dysfunctional cognitions alone or the reactivity of such cognitions to mild states of sadness (ie, cognitive reactivity) is the crucial factor that increases relapse risk. We aimed to assess the long-term predictive value of cognitive reactivity versus dysfunctional cognitions and other risk factors for depressive relapse. METHOD: In a prospective cohort of outpatients (N = 116; studied between 2000-2005) who had experienced \textgreater /= 2 previous major depressive episodes (MDEs) and were in remission (DSM-IV) at the start of follow-up, we measured cognitive reactivity, with the Leiden Index of Depression Sensitivity (LEIDS), and dysfunctional cognitions, with the Dysfunctional Attitudes Scale, simultaneously. Course of illness (with the primary outcome of MDE assessed by the Structured Clinical Interview for DSM-IV Axis I Disorders Patient Edition) and time to relapse were monitored prospectively for 3.5 years. RESULTS: Cognitive reactivity scores were associated with time to relapse over the 3.5-year follow-up and also when corrected for the number of previous MDEs and concurrent depressive symptoms (hazard ratio for 1 standard deviation [(HR(SD)); 20 points of the LEIDS, measuring cognitive reactivity] = 1.47; 95 \% CI, 1.04-2.09; P = .031). Rumination appeared to be a particularly strong predictor of relapse (HR(SD) = 1.60; 95 \% CI, 1.13-2.26; P = .007). Dysfunctional cognitions did not predict relapse over 3.5 years (HR(SD) = 1.00; 95 \% CI, 0.74-1.37; P = .93). Every 20-point increase on the cognitive reactivity scale resulted in a 10 \% to 15 \% increase in risk of relapse (corrected for previous MDEs and concurrent depressive symptoms). CONCLUSIONS: Cognitive reactivity--and particularly rumination--is a long-term predictor of relapse. Future research should address whether psychological interventions can improve cognitive reactivity scores and thereby prevent depressive relapses. TRIAL REGISTRATION: ISRCTN Identifier: 68246470.",2015.0,10.4088/JCP.14m09268,3IGAPUQP,1,cognitive,401.0
53,52,Prediction of recurrence in recurrent depression: A 5.5-year prospective study,,"OBJECTIVE: Depression is a disease with high recurrence rates. Identifying predictors of recurrence and their relative importance in patients with recurrent depression is important for a better understanding of the course of this disease. This type of knowledge can be used to optimize and tailor preventive strategies of recurrence. In this study, we examined predictors of recurrence over a 5.5-year follow-up period and quantified to which extent these predictors explained observed variation in recurrence. METHOD: Data from 172 remitted recurrently depressed patients over a 5.5-year follow-up period were used. Recurrence was assessed with the Structured Clinical Interview for DSM-IV. Illness-, stress-, and coping-related factors were examined as predictors of recurrence. Multiple Cox regression analysis was used, and explained variation was assessed to quantify the relative importance of the predictors. Patients were recruited between February 2000 and September 2000. RESULTS: Number of previous episodes and residual symptoms explained each 15 \% of the variation in recurrence, indicating a medium effect size. The final multivariate prediction model included: a higher number of previous episodes, more residual symptoms, and lower levels of positive refocusing (explained variation 29 \% , indicating a strong effect size). CONCLUSION: In our multivariate prediction model, the number of previous episodes, residual symptoms, and a specific coping style were predictors of recurrence over a 5.5-year follow-up period in remitted recurrently depressed patients. Preventive therapies should focus on these factors. Although a substantial part of variation in recurrence (29 \% ) was explained by these predictors, most of it remains unexplained. Consequently, recurrence remains a difficult to predict and only partially understood phenomenon. TRIAL REGISTRATION: International Standard Randomized Controlled Trial Register Identifier: ISRCTN68246470.",2010.0,10.4088/JCP.08m04858blu,3KYMUBBV,1,cognitive,430.0
36,35,Prediction of recurrence in recurrent depression and the influence of consecutive episodes on vulnerability for depression: a 2-year prospective study.,"Bockting, Claudi L. H.; Spinhoven, Philip; Koeter, Maarten W. J.; Wouters, Luuk F.; Schene, Aart H.","OBJECTIVE: Depression is a recurring disease. Identifying risk factors for recurrence is essential. The purpose of this study was to identify factors predictive of recurrence and to examine whether previous depressive episodes influence vulnerability for subsequent depression in a sample of remitted recurrently depressed patients. METHOD: Recurrence was examined prospectively using the Structured Clinical Interview for DSM-IV Axis I Disorders in 172 euthymic patients with recurrent depression (DSM-IV) recruited from February 2000 through September 2000. Illness-related characteristics, coping, and stress (life events and daily hassles) were examined as predictors. RESULTS: Risk factors for recurrence were a high number of previous episodes, more residual depressive symptomatology and psychopathology, and more daily hassles. Factors with both an increasing and decreasing pathogenic effect with increasing episode number were detected. CONCLUSION: We found some support for dynamic vulnerability models that posit a change of vulnerability with consecutive episodes. Preventive interventions should be considered in patients with multiple recurrences, focusing on residual symptomatology and specific coping styles.",2006.0,,XNH9A4ET,1,cognitive,436.0
